"Date","GOOG","SBUX","Mkt_Minus_Rf","SMB","HML","RF","Mom"
2007-07-18,-0.00990985273674849,0.0243522046762841,-0.0025,-0.002,-0.0021,0.00019,3e-04
2007-07-19,-0.00165608039601073,0.0456603005428753,0.0044,0.0025,-0.0046,0.00019,0.0054
2007-07-20,-0.0518967196635749,-0.0003611541496501,-0.0125,-0.0034,-0.0018,0.00019,-0.0011
2007-07-23,-0.0146312230390045,0.0169679105823124,0.0036,-0.0049,-0.0049,0.00019,0.006
2007-07-24,0.0029072016522802,0.00425995183659755,-0.0204,-0.006,-0.0029,0.00019,-0.0042
2007-07-25,-0.00824899884991925,-0.0116648166786001,0.003,-0.0043,0.0012,0.00019,-0.006
2007-07-26,-0.00345258610832466,-0.018955876521894,-0.0236,-5e-04,-0.0017,0.00019,-0.0022
2007-07-27,0.00765751246412294,-0.0182282303532365,-0.0151,-5e-04,0.0013,0.00019,-0.0037
2007-07-30,0.00824398306088536,0.00185665794141787,0.0093,-0.0023,-7e-04,0.00019,0.006
2007-07-31,-0.011838631533995,-0.0111194794537768,-0.0119,0.0035,-0.0013,0.00019,0.0018
2007-08-01,0.00576475462724013,0.0194902147228257,0.0051,-0.0052,-0.0026,0.00018,-0.0012
2007-08-02,-0.00376261754899665,-0.0102939554040968,0.0055,0.0012,-0.003,0.00018,0.0074
2007-08-03,-0.0156748657659367,-0.0226595707504458,-0.0266,-0.0077,-0.0075,0.00018,1e-04
2007-08-06,0.0139164725092293,0.0220446309430475,0.0207,-0.011,-0.0039,0.00018,-0.0126
2007-08-07,0.0118039970122152,0.00855356190422873,0.0065,0.0031,-0.0066,0.00018,6e-04
2007-08-08,0.0189139134839704,0.0221237138950749,0.0147,0.0108,-0.0076,0.00018,-0.0126
2007-08-09,-0.0210163790345014,0.011904851913203,-0.0274,0.0145,-0.0056,0.00018,-0.0111
2007-08-10,0.00198158818399707,-0.000356606673537319,3e-04,0.0021,0.0138,0.00018,0.0118
2007-08-13,-0.00048464840597684,-0.00820216143363528,-6e-04,-0.0108,0.0028,0.00018,0.0158
2007-08-14,-0.0133850671068085,-0.0237327259582455,-0.0183,-0.0014,-0.0016,0.00018,-0.0042
2007-08-15,-0.0217263531485099,-0.0213625883777323,-0.0146,-2e-04,0,0.00018,-0.0107
2007-08-16,-0.0121193721223866,0.00150498464539184,0.0031,0.0135,0.0132,0.00018,-0.023
2007-08-17,0.0173339962907548,0.00338215617042792,0.0236,-0.0036,0.0042,0.00018,-7e-04
2007-08-20,-0.00423967807310532,0.00786506701237966,0,0.0018,-0.0035,0.00018,0.0105
2007-08-21,0.0174526284425738,0.016350897197835,0.0015,-4e-04,-2e-04,0.00018,0.004
2007-08-22,0.0121197650490907,0.00694737491076536,0.012,5e-04,-6e-04,0.00018,0.011
2007-08-23,-0.00109217596578381,-0.000726247939213054,-0.0023,-0.0099,0.0021,0.00018,0.0032
2007-08-24,0.00548623220865552,0.0025434555305488,0.0121,0.0012,-0.0026,0.00018,0.0058
2007-08-27,-0.00337861671262651,-0.00797373325957973,-0.0085,-0.0016,-0.0017,0.00018,0.0043
2007-08-28,-0.0133655438103141,-0.0179031555762693,-0.0233,-0.0015,-0.0039,0.00018,-0.0042
2007-08-29,0.0127962243652626,0.022321696750909,0.0213,0.0013,3e-04,0.00018,0.0068
2007-08-30,-0.00288569007482009,-0.00473100573305529,-0.0043,-7e-04,-0.0046,0.00018,0.0046
2007-08-31,0.00752837106047655,0.00731276040029383,0.0112,5e-04,-4e-04,0.00018,0.002
2007-09-04,0.019213983673936,0.00617060895213761,0.0103,-0.0018,3e-04,0.00017,0.002
2007-09-05,0.00504612325882303,-0.0101009354659115,-0.0105,-4e-04,-0.0031,0.00017,0.0031
2007-09-06,-0.00810905384761551,0.00510200273331174,0.0042,-3e-04,-0.0021,0.00017,0.0017
2007-09-07,-0.0079652957737214,-0.0152282269505629,-0.017,-0.0031,0.0023,0.00017,-0.0046
2007-09-10,-0.00937720948778953,-0.00441836624009362,-0.0027,-0.0059,-0.0022,0.00017,0.0048
2007-09-11,0.0133145003452249,0.0107248783249581,0.0135,5e-04,-0.0035,0.00017,0.0043
2007-09-12,0.00253197234473723,0,-3e-04,-0.0044,-0.0019,0.00017,0.0022
2007-09-13,0.0040753119103687,0.00548845143789722,0.0069,-0.0056,0.002,0.00017,-0.0016
2007-09-14,0.00756512306277823,0.0058224962841309,0.001,0.0037,-0.0012,0.00017,-0.0013
2007-09-17,-0.00652485531635727,-0.0123011163986279,-0.006,-0.0042,3e-04,0.00017,0.0023
2007-09-18,0.0189796934785469,0.0194138921557447,0.0288,0.0068,0.0039,0.00017,5e-04
2007-09-19,0.0216339124120677,-0.00179644387636169,0.0059,0.0057,0.0024,0.00017,8e-04
2007-09-20,0.010935421016143,-0.0104393605248692,-0.0065,-0.0019,-0.0037,0.00017,0.0092
2007-09-21,0.0131504140020533,-0.000727568990832816,0.0043,-0.002,-0.0028,0.00017,0.0046
2007-09-24,0.0141403636377373,-0.0116489728328486,-0.0056,-0.0046,-0.0062,0.00017,0.0067
2007-09-25,0.00172525527458922,-0.0022100409051431,-3e-04,-0.0035,-0.004,0.00017,0.0095
2007-09-26,-0.00147625795522566,0.0221485688061862,0.006,0.0021,-0.002,0.00017,0.001
2007-09-27,-0.00116163864733321,-0.0260026081737571,0.0043,0.002,-4e-04,0.00017,0.001
2007-09-28,-0.000405259606995112,-0.0285499045142767,-0.0037,-0.0061,3e-04,0.00017,-0.0012
2007-10-01,0.0269360646959211,0.0045800793953148,0.0137,0.008,6e-04,0.00014,5e-04
2007-10-02,0.00315852880641221,0.0106383999111055,0.0011,0.007,0.0019,0.00014,-0.0068
2007-10-03,-0.000633196640091538,-0.00225582678401925,-0.0048,-0.002,-0.0012,0.00014,-0.0093
2007-10-04,-0.00854424513146168,-0.000753432961292155,0.0018,1e-04,0.001,0.00014,0.0042
2007-10-05,0.0259399669389726,0.012066351733228,0.011,0.0069,-8e-04,0.00014,-0.0013
2007-10-08,0.0262098851601495,-0.0067064343312222,-0.0027,-0.0021,-0.0032,0.00014,0.0057
2007-10-09,0.00912044986943505,0.00412594338097239,0.0078,-0.002,-0.0022,0.00014,0.0072
2007-10-10,0.0165967698826675,-0.00821806880854414,-0.0013,-1e-04,-0.0041,0.00014,0.0059
2007-10-11,-0.00542058089140962,-0.00866291904122585,-0.0058,-0.006,0.0052,0.00014,-0.0064
2007-10-12,0.0247427456226943,0.000759640099803782,0.0051,7e-04,-0.0035,0.00014,0.0088
2007-10-15,-0.0271105316723084,-0.00873171658386895,-0.0089,-0.004,-0.0017,0.00014,0.0076
2007-10-16,-0.00662787520505281,-0.00153159080483634,-0.0067,-6e-04,-0.003,0.00014,0.01
2007-10-17,0.0283766340002884,0.0126578612720989,0.0022,-0.0016,-0.0021,0.00014,0.006
2007-10-18,0.00969248303049453,0.00984846291032371,-0.001,8e-04,-0.0042,0.00014,0.0095
2007-10-19,0.00795783628438484,-0.0210050950299829,-0.0245,-0.005,1e-04,0.00014,-0.0032
2007-10-22,0.00936857025106641,0.00344815188804293,0.0047,0.0086,5e-04,0.00014,-0.007
2007-10-23,0.0384479517463436,-0.00190929971549658,0.0085,5e-04,-0.006,0.00014,0.0131
2007-10-24,7.39788450745404e-05,-0.00267736763357185,-0.0033,-0.0047,-0.0021,0.00014,0.0038
2007-10-25,-0.0108165093418319,0.00383544424062143,-0.0019,-0.0036,-7e-04,0.00014,0.004
2007-10-26,0.00910981683992929,0,0.0138,0.0027,0.0036,0.00014,-0.0015
2007-10-29,0.00686335855129072,0.00229271050382285,0.004,-0.0029,-0.0055,0.00014,0.0042
2007-10-30,0.0228787946398263,-0.00304980334584004,-0.0064,-5e-04,0.0016,0.00014,-0.0066
2007-10-31,0.0176029422178166,0.0202673829325346,0.0123,3e-04,-0.0012,0.00014,0.0066
2007-11-01,-0.00536063764132944,-0.0318587679364909,-0.0266,-0.0101,-0.0042,0.00016,0.0059
2007-11-02,0.0114332435140836,-0.0116144452294058,8e-04,0.0019,-0.0088,0.00016,0.0107
2007-11-05,0.0202460818486701,-0.0223269920717983,-0.0059,-0.0036,-3e-04,0.00016,0.0029
2007-11-06,0.0222421038100569,-0.000400276901923458,0.0119,9e-04,-0.0018,0.00016,0.0067
2007-11-07,-0.0119306060743761,-0.0336670787176464,-0.0277,-0.0015,-0.005,0.00016,0.0033
2007-11-08,-0.0533467787633116,-0.0294488426363125,-5e-04,0.0065,0.0117,0.00016,-0.008
2007-11-09,-0.0430502220861002,-0.0354698021858214,-0.0146,0.0033,0.0086,0.00016,-0.0143
2007-11-12,-0.048044347115439,0.0252543809406027,-0.0108,0.0042,0.0031,0.00016,-0.0215
2007-11-13,0.045058215363474,0.0367333016949978,0.0281,-0.0045,0.001,0.00016,-0.0092
2007-11-14,-0.0285670486657166,0.0108377236332819,-0.0063,-0.0019,-0.0024,0.00016,0.0067
2007-11-15,-0.0187477106998989,-0.00618563970689034,-0.0125,-0.0011,-7e-04,0.00016,0.007
2007-11-16,0.00632098864874742,-0.0385893122040204,0.0041,-0.0068,-0.0068,0.00016,0.0111
2007-11-19,-0.0122784061702352,-0.01294782898114,-0.0181,-0.0038,-0.0035,0.00016,0.0097
2007-11-20,0.0362546188696582,0.0100572828892895,0.0031,-0.0051,-0.0011,0.00016,0.0161
2007-11-21,0.0184723207998219,-0.0125544499740703,-0.0154,0.0037,3e-04,0.00016,-6e-04
2007-11-23,0.0244958332914549,0.0113983804334763,0.0159,0.0026,0.0023,0.00016,-0.008
2007-11-26,-0.0158120148128025,-0.0385782770114267,-0.0209,-0.0016,-0.0057,0.00016,0.0104
2007-11-27,0.0113663907112596,0.0193869326812253,0.0131,-0.0064,-0.0019,0.00016,-0.001
2007-11-28,0.0277476287225376,0.0154799208386684,0.029,0.0035,-0.0021,0.00016,-0.0078
2007-11-29,0.00684712437987045,0.00348457644705147,1e-04,-0.005,-0.0031,0.00016,0.0063
2007-11-30,-0.00573885653366446,0.0151908047859042,0.007,-0.005,0.0088,0.00016,-0.0144
2007-12-03,-0.0165512493790483,-0.0247969841868977,-0.006,-0.0051,0.002,0.00014,0.0073
2007-12-04,0.0038589630905328,-0.0206052706233077,-0.0061,-0.0018,-0.0018,0.00014,0.0084
2007-12-05,0.0209746767704948,0.0138769576704179,0.0147,5e-04,-3e-04,0.00014,0.004
2007-12-06,0.023979593827985,0.00882977463854528,0.0155,0.0096,0.0036,0.00014,-0.009
2007-12-07,-0.000545265184751287,-0.0100654597273212,-7e-04,3e-04,-0.0015,0.00014,-2e-04
2007-12-10,0.00496593866474404,0.00486284873482856,0.0071,-0.001,0.0019,0.00014,-0.009
2007-12-11,-0.0267531893310279,-0.0365156380858958,-0.025,-0.0039,-4e-04,0.00014,0.0164
2007-12-12,0.000214579906007595,-0.000913281834445834,0.0048,7e-04,-0.0019,0.00014,0.0155
2007-12-13,-0.00757847064978456,-0.0173673461368448,6e-04,-0.0036,-0.0033,0.00014,0.0078
2007-12-14,-0.00589291976516892,-0.0116284131843551,-0.0136,-0.0051,-0.003,0.00014,0.0073
2007-12-17,-0.0300452144661759,-0.0517642960781541,-0.0158,-0.0021,0.0032,0.00014,-0.0078
2007-12-18,0.00615632730226401,0.0223326528470267,0.0065,0.0112,-6e-04,0.00014,-3e-04
2007-12-19,0.00597008293412338,-0.0276694871556531,-0.001,0.003,-0.0043,0.00014,0.0089
2007-12-20,0.0181879802842189,0.0249623226937179,0.0064,0.0073,-0.0037,0.00014,0.0081
2007-12-21,0.0101495107143001,0.0258153721723018,0.0164,0.004,-5e-04,0.00014,-0.0028
2007-12-24,0.00579883502962208,0.00759756033983705,0.008,0.0013,0.0018,0.00014,-0.0026
2007-12-26,0.0144278360829124,-0.0188499521318446,0.001,0.0024,-0.001,0.00014,0.008
2007-12-27,-0.014208499533539,-0.0172918159232179,-0.0149,-0.0121,6e-04,0.00014,0.0045
2007-12-28,0.00255436829057998,-0.0161283469768444,0.0012,-0.0035,-0.0012,0.00014,0.0084
2007-12-31,-0.0157288539528982,0.0168903554332471,-0.0065,4e-04,0.0044,0.00014,-0.0081
2008-01-02,-0.00909638518993849,-0.056668653485098,-0.0146,-0.0012,-0.0011,1e-04,0.0092
2008-01-03,0.000204303538664963,-0.0315897490291894,-0.0014,-0.0108,-0.0039,1e-04,0.016
2008-01-04,-0.041337798136573,-0.0315509028007379,-0.0256,-0.005,8e-04,1e-04,0.0057
2008-01-07,-0.0117959643421552,0.0149088835078433,0.0016,9e-04,0.0018,1e-04,-0.0051
2008-01-08,-0.0270620040832587,0.0805228427875877,-0.0181,-0.0058,-0.0088,1e-04,0.0101
2008-01-09,0.0340678800560159,-0.0201414966612917,0.011,-0.004,-0.0064,1e-04,0.0024
2008-01-10,-0.00990511714961861,0.0436796596505866,0.0089,-4e-04,0.0047,1e-04,-0.0139
2008-01-11,-0.0131120721394041,-0.0256030893786309,-0.0142,-0.0075,0.0029,1e-04,-0.0087
2008-01-14,0.0243948039934752,-0.0121272607212429,0.0102,0,-0.002,1e-04,0.0028
2008-01-15,-0.0247315815530166,-0.0363174879304737,-0.0239,0.0037,-0.0016,1e-04,0.0036
2008-01-16,-0.0340311942883522,0.0244159365992669,-0.0051,0.0086,0.0111,1e-04,-0.0295
2008-01-17,-0.024612395358942,-0.0129533183237563,-0.028,0.002,-4e-04,1e-04,0.0028
2008-01-18,-0.000898783958823146,-0.0204720865585789,-0.0056,-0.0037,-0.0083,1e-04,0.0083
2008-01-22,-0.0264889793949165,0.000535418406191424,-0.0098,0.0056,0.0131,1e-04,-0.0286
2008-01-23,-0.061144933464797,0.0696307998187058,0.0204,0.01,0.0177,1e-04,-0.0425
2008-01-24,0.0471547563356283,0.0240357885080544,0.0102,-0.0098,-0.0052,1e-04,0.0023
2008-01-25,-0.014082097089159,-0.0386302857051685,-0.0139,0.0088,0.0016,1e-04,0.0072
2008-01-28,-0.0183969193207845,0,0.0171,0.0021,0.01,1e-04,-0.0168
2008-01-29,-0.00982043077053552,0.0157677697681018,0.0069,-0.0028,0.0104,1e-04,-0.014
2008-01-30,-0.00408711792134853,-0.0375565382053127,-0.0059,-0.004,-4e-04,1e-04,0.0015
2008-01-31,0.0292374466324716,-0.0161289942844752,0.0166,0.0087,0.0043,1e-04,-0.0172
2008-02-01,-0.0857699427820796,0.016393403394122,0.0148,0.007,7e-04,7e-05,-0.0108
2008-02-04,-0.0396782199923106,-0.00156057062313164,-0.0099,5e-04,-0.002,7e-05,0.018
2008-02-05,0.0229497042217817,-0.0354354206021672,-0.0301,0.0032,7e-04,7e-05,0.0056
2008-02-06,-0.0100433927032214,-0.0194488966752354,-0.0085,-0.0041,0.0052,7e-05,0.0017
2008-02-07,0.00645792392194444,0.0209365042123899,0.0082,0.0043,0.0012,7e-05,-0.0057
