,year,month,day,hour,created,source,favoriteCount,retweetCount,picture,exclamation,hashtag,excl_hash,hr_bucket,hr1,hr2,hr3,hr4
241,2017,1,2,13,1/2/2017 18:32,Android,14136.0,4030,Picture/link,Yes,No,0,2,0,0,1,0
242,2017,1,2,12,1/2/2017 17:31,Android,64638.0,17800,No picture/link,Yes,No,0,2,0,0,1,0
243,2017,1,2,9,1/2/2017 14:40,Android,126933.0,29933,No picture/link,Yes,No,0,1,0,1,0,0
244,2017,1,1,0,1/1/2017 5:00,iPhone,128219.0,33346,Picture/link,Yes,Yes,1,0,1,0,0,0
245,2016,12,31,13,12/31/2016 18:58,iPhone,55770.0,9553,Picture/link,Yes,No,0,2,0,0,1,0
246,2016,12,31,8,12/31/2016 13:17,Android,352038.0,142836,No picture/link,Yes,No,0,1,0,1,0,0
247,2016,12,30,17,12/30/2016 22:18,Android,84618.0,23322,No picture/link,Yes,No,0,2,0,0,1,0
248,2016,12,30,14,12/30/2016 19:46,iPhone,25365.0,7380,Picture/link,No,No,1,2,0,0,1,0
249,2016,12,30,14,12/30/2016 19:41,Android,96736.0,32731,No picture/link,Yes,No,0,2,0,0,1,0
250,2016,12,29,9,12/29/2016 14:54,iPhone,45773.0,11368,Picture/link,No,No,1,1,0,1,0,0
251,2016,12,28,17,12/28/2016 22:06,iPhone,52033.0,13971,Picture/link,No,No,1,2,0,0,1,0
252,2016,12,28,9,12/28/2016 14:25,Android,118163.0,34718,No picture/link,Yes,No,0,1,0,1,0,0
253,2016,12,28,9,12/28/2016 14:19,Android,107009.0,30381,Picture/link,No,No,1,1,0,1,0,0
254,2016,12,28,9,12/28/2016 14:07,Android,118371.0,31947,No picture/link,Yes,No,0,1,0,1,0,0
255,2016,12,27,22,12/28/2016 3:10,Android,78792.0,19254,No picture/link,Yes,No,0,3,0,0,0,1
256,2016,12,27,16,12/27/2016 21:52,Android,100253.0,23329,No picture/link,Yes,No,0,2,0,0,1,0
257,2016,12,26,22,12/27/2016 3:06,Android,67683.0,15300,No picture/link,Yes,No,0,3,0,0,0,1
258,2016,12,26,21,12/27/2016 2:53,Android,71866.0,17494,No picture/link,Yes,No,0,3,0,0,0,1
259,2016,12,26,18,12/26/2016 23:32,iPhone,128834.0,30266,No picture/link,Yes,No,0,3,0,0,0,1
260,2016,12,26,16,12/26/2016 21:41,Android,78011.0,22211,No picture/link,Yes,No,0,2,0,0,1,0
261,2016,12,26,16,12/26/2016 21:36,Android,91640.0,22355,No picture/link,Yes,No,0,2,0,0,1,0
262,2016,12,25,12,12/25/2016 17:48,Android,213276.0,50551,No picture/link,Yes,No,0,2,0,0,1,0
263,2016,12,25,7,12/25/2016 12:46,iPhone,152185.0,42839,Picture/link,No,Yes,0,1,0,1,0,0
264,2016,12,24,16,12/24/2016 21:44,iPhone,84834.0,22199,Picture/link,No,Yes,0,2,0,0,1,0
265,2016,12,24,16,12/24/2016 21:33,Android,83801.0,19906,No picture/link,Yes,No,0,2,0,0,1,0
266,2016,12,24,15,12/24/2016 20:59,Android,63103.0,16744,No picture/link,Yes,No,0,2,0,0,1,0
267,2016,12,23,19,12/24/2016 0:13,Android,113462.0,31944,No picture/link,Yes,No,0,3,0,0,0,1
268,2016,12,23,16,12/23/2016 21:23,Android,66217.0,18104,No picture/link,Yes,No,0,2,0,0,1,0
269,2016,12,23,16,12/23/2016 21:17,Android,52394.0,18923,No picture/link,No,No,1,2,0,0,1,0
270,2016,12,23,15,12/23/2016 20:14,iPhone,99728.0,34103,No picture/link,No,No,1,2,0,0,1,0
271,2016,12,23,6,12/23/2016 11:58,Android,64794.0,14647,No picture/link,Yes,No,0,1,0,1,0,0
272,2016,12,23,6,12/23/2016 11:53,Android,54421.0,15592,No picture/link,No,No,1,1,0,1,0,0
273,2016,12,22,20,12/23/2016 1:59,Android,120752.0,31586,No picture/link,Yes,No,0,3,0,0,0,1
274,2016,12,22,17,12/22/2016 22:26,Android,62950.0,15039,No picture/link,Yes,No,0,2,0,0,1,0
275,2016,12,22,11,12/22/2016 16:50,Android,73216.0,21375,No picture/link,No,No,1,1,0,1,0,0
276,2016,12,22,11,12/22/2016 16:41,Android,74373.0,19550,No picture/link,No,No,1,1,0,1,0,0
277,2016,12,22,8,12/22/2016 13:37,iPhone,35873.0,10411,Picture/link,No,No,1,1,0,1,0,0
278,2016,12,18,16,12/18/2016 21:54,Android,136058.0,36632,No picture/link,Yes,No,0,2,0,0,1,0
279,2016,12,17,19,12/18/2016 0:59,Android,65895.0,18055,No picture/link,Yes,No,0,3,0,0,0,1
280,2016,12,17,19,12/18/2016 0:12,iPhone,54979.0,13006,Picture/link,Yes,Yes,1,3,0,0,0,1
281,2016,12,17,8,12/17/2016 13:57,iPhone,61132.0,19495,No picture/link,No,No,1,1,0,1,0,0
282,2016,12,17,8,12/17/2016 13:20,Android,40290.0,8239,No picture/link,Yes,No,0,1,0,1,0,0
283,2016,12,17,8,12/17/2016 13:07,Android,35282.0,7111,No picture/link,Yes,Yes,1,1,0,1,0,0
284,2016,12,17,8,12/17/2016 13:05,Android,36105.0,6427,No picture/link,Yes,No,0,1,0,1,0,0
285,2016,12,16,22,12/17/2016 3:52,iPhone,43419.0,11091,Picture/link,Yes,Yes,1,3,0,0,0,1
286,2016,12,16,11,12/16/2016 16:54,iPhone,27853.0,7050,Picture/link,No,Yes,0,1,0,1,0,0
287,2016,12,16,6,12/16/2016 11:09,Android,109715.0,33701,No picture/link,No,No,1,1,0,1,0,0
288,2016,12,15,20,12/16/2016 1:32,iPhone,38248.0,8932,Picture/link,Yes,No,0,3,0,0,0,1
289,2016,12,15,17,12/15/2016 22:27,iPhone,22312.0,5585,Picture/link,Yes,Yes,1,2,0,0,1,0
290,2016,12,15,9,12/15/2016 14:24,iPhone,124558.0,40876,No picture/link,No,No,1,1,0,1,0,0
291,2016,12,15,8,12/15/2016 13:28,Android,61065.0,13834,No picture/link,Yes,No,0,1,0,1,0,0
292,2016,12,15,8,12/15/2016 13:09,Android,57235.0,10774,No picture/link,Yes,No,0,1,0,1,0,0
293,2016,12,15,8,12/15/2016 13:05,Android,37514.0,8948,No picture/link,Yes,No,0,1,0,1,0,0
294,2016,12,13,22,12/14/2016 3:48,iPhone,42777.0,9715,Picture/link,Yes,No,0,3,0,0,0,1
295,2016,12,13,16,12/13/2016 21:33,iPhone,23450.0,6267,Picture/link,Yes,Yes,1,2,0,0,1,0
296,2016,12,13,7,12/13/2016 12:44,Android,59134.0,14706,No picture/link,No,No,1,1,0,1,0,0
297,2016,12,13,6,12/13/2016 11:57,Android,78055.0,18319,No picture/link,Yes,No,0,1,0,1,0,0
298,2016,12,13,6,12/13/2016 11:43,Android,77246.0,23238,No picture/link,No,No,1,1,0,1,0,0
299,2016,12,12,23,12/13/2016 4:41,Android,47402.0,10490,No picture/link,Yes,No,0,3,0,0,0,1
300,2016,12,12,23,12/13/2016 4:32,Android,43117.0,9738,No picture/link,No,No,1,3,0,0,0,1
301,2016,12,12,23,12/13/2016 4:26,Android,56157.0,12137,No picture/link,No,No,1,3,0,0,0,1
302,2016,12,12,19,12/13/2016 0:33,Android,63475.0,16765,No picture/link,No,No,1,3,0,0,0,1
303,2016,12,12,18,12/12/2016 23:40,Android,105422.0,29755,No picture/link,Yes,No,0,3,0,0,0,1
304,2016,12,12,17,12/12/2016 22:25,iPhone,27116.0,7831,Picture/link,No,Yes,0,2,0,0,1,0
305,2016,12,12,8,12/12/2016 13:26,Android,60407.0,16418,No picture/link,No,No,1,1,0,1,0,0
306,2016,12,12,8,12/12/2016 13:21,Android,60269.0,15861,No picture/link,No,No,1,1,0,1,0,0
307,2016,12,12,8,12/12/2016 13:17,Android,108629.0,34400,No picture/link,Yes,No,0,1,0,1,0,0
308,2016,12,11,20,12/12/2016 1:02,Android,72347.0,20013,No picture/link,Yes,No,0,3,0,0,0,1
309,2016,12,11,19,12/12/2016 0:32,Android,27972.0,5404,No picture/link,Yes,No,0,3,0,0,0,1
310,2016,12,11,10,12/11/2016 15:29,Android,52659.0,12352,No picture/link,Yes,No,0,1,0,1,0,0
311,2016,12,11,8,12/11/2016 13:51,Android,51280.0,9888,No picture/link,Yes,No,0,1,0,1,0,0
312,2016,12,11,8,12/11/2016 13:12,Android,79451.0,13150,No picture/link,Yes,No,0,1,0,1,0,0
313,2016,12,11,7,12/11/2016 12:56,Android,30282.0,5646,No picture/link,Yes,No,0,1,0,1,0,0
314,2016,12,10,14,12/10/2016 19:09,iPhone,27798.0,7256,Picture/link,Yes,No,0,2,0,0,1,0
315,2016,12,10,9,12/10/2016 14:14,iPhone,31642.0,12421,Picture/link,No,No,1,1,0,1,0,0
316,2016,12,10,9,12/10/2016 14:11,iPhone,75305.0,25306,No picture/link,Yes,No,0,1,0,1,0,0
317,2016,12,10,7,12/10/2016 12:38,Android,106735.0,18728,No picture/link,Yes,No,0,1,0,1,0,0
318,2016,12,10,6,12/10/2016 11:27,Android,49896.0,11308,No picture/link,Yes,No,0,1,0,1,0,0
319,2016,12,10,6,12/10/2016 11:19,Android,30241.0,7202,No picture/link,No,No,1,1,0,1,0,0
320,2016,12,9,22,12/10/2016 3:30,iPhone,38334.0,9166,Picture/link,Yes,No,0,3,0,0,0,1
321,2016,12,9,17,12/9/2016 22:13,iPhone,36504.0,9075,Picture/link,Yes,No,0,2,0,0,1,0
322,2016,12,9,14,12/9/2016 19:42,iPhone,23105.0,5365,Picture/link,Yes,No,0,2,0,0,1,0
323,2016,12,8,22,12/9/2016 3:02,iPhone,40817.0,9446,Picture/link,Yes,Yes,1,3,0,0,0,1
324,2016,12,8,18,12/8/2016 23:12,iPhone,21087.0,5915,Picture/link,Yes,Yes,1,3,0,0,0,1
325,2016,12,8,17,12/8/2016 22:55,iPhone,21927.0,4088,Picture/link,Yes,Yes,1,2,0,0,1,0
326,2016,12,8,16,12/8/2016 21:15,iPhone,95677.0,20239,No picture/link,No,No,1,2,0,0,1,0
327,2016,12,7,20,12/8/2016 1:56,Android,57504.0,14099,No picture/link,No,No,1,3,0,0,0,1
328,2016,12,7,19,12/8/2016 0:41,Android,50047.0,12860,No picture/link,Yes,No,0,3,0,0,0,1
329,2016,12,7,14,12/7/2016 19:37,iPhone,27369.0,6342,Picture/link,Yes,Yes,1,2,0,0,1,0
330,2016,12,7,13,12/7/2016 18:38,iPhone,77437.0,18625,Picture/link,No,No,1,2,0,0,1,0
331,2016,12,7,7,12/7/2016 12:18,Android,32307.0,5356,No picture/link,Yes,No,0,1,0,1,0,0
332,2016,12,6,22,12/7/2016 3:33,iPhone,36349.0,7681,Picture/link,Yes,Yes,1,3,0,0,0,1
333,2016,12,6,16,12/6/2016 21:17,iPhone,70551.0,14229,Picture/link,Yes,No,0,2,0,0,1,0
334,2016,12,6,11,12/6/2016 16:45,iPhone,26859.0,6548,Picture/link,Yes,Yes,1,1,0,1,0,0
335,2016,12,6,8,12/6/2016 13:52,Android,142149.0,43149,Picture/link,Yes,No,0,1,0,1,0,0
336,2016,12,5,18,12/5/2016 23:06,iPhone,27088.0,8182,Picture/link,No,Yes,0,3,0,0,0,1
337,2016,12,5,8,12/5/2016 13:53,iPhone,107237.0,27263,Picture/link,No,No,1,1,0,1,0,0
338,2016,12,4,17,12/4/2016 22:30,Android,52190.0,14534,No picture/link,Yes,No,0,2,0,0,1,0
339,2016,12,4,17,12/4/2016 22:23,Android,67785.0,20693,No picture/link,No,No,1,2,0,0,1,0
340,2016,12,4,16,12/4/2016 21:47,Android,31503.0,6517,No picture/link,Yes,No,0,2,0,0,1,0
341,2016,12,4,13,12/4/2016 18:58,Android,95796.0,25661,No picture/link,Yes,No,0,2,0,0,1,0
342,2016,12,4,7,12/4/2016 12:23,Android,58437.0,14955,No picture/link,Yes,No,0,1,0,1,0,0
343,2016,12,4,7,12/4/2016 12:21,Android,42382.0,10361,No picture/link,No,No,1,1,0,1,0,0
344,2016,12,4,7,12/4/2016 12:05,Android,40636.0,9696,No picture/link,No,No,1,1,0,1,0,0
345,2016,12,4,6,12/4/2016 11:57,Android,48687.0,12344,No picture/link,Yes,No,0,1,0,1,0,0
346,2016,12,4,6,12/4/2016 11:49,Android,46519.0,12051,No picture/link,No,No,1,1,0,1,0,0
347,2016,12,4,6,12/4/2016 11:41,Android,53615.0,13753,No picture/link,No,No,1,1,0,1,0,0
348,2016,12,4,0,12/4/2016 5:13,Android,115759.0,28107,No picture/link,Yes,No,0,0,1,0,0,0
349,2016,12,3,14,12/3/2016 19:13,iPhone,39488.0,9253,No picture/link,No,No,1,2,0,0,1,0
350,2016,12,3,14,12/3/2016 19:09,iPhone,39201.0,9840,No picture/link,No,No,1,2,0,0,1,0
351,2016,12,3,11,12/3/2016 16:37,Android,38024.0,9373,No picture/link,Yes,Yes,1,1,0,1,0,0
352,2016,12,2,22,12/3/2016 3:06,Android,64660.0,17536,No picture/link,Yes,No,0,3,0,0,0,1
353,2016,12,2,20,12/3/2016 1:41,Android,123442.0,38992,No picture/link,No,No,1,3,0,0,0,1
354,2016,12,2,19,12/3/2016 0:44,Android,111515.0,24824,No picture/link,Yes,No,0,3,0,0,0,1
355,2016,12,1,21,12/2/2016 2:45,iPhone,72425.0,17363,Picture/link,Yes,No,0,3,0,0,0,1
356,2016,12,1,17,12/1/2016 22:52,iPhone,31348.0,5589,Picture/link,Yes,No,0,2,0,0,1,0
357,2016,11,29,6,11/29/2016 11:55,Android,214725.0,73213,No picture/link,Yes,No,0,1,0,1,0,0
358,2016,11,29,6,11/29/2016 11:34,Android,73556.0,19087,No picture/link,Yes,No,0,1,0,1,0,0
359,2016,11,29,6,11/29/2016 11:15,Android,98361.0,21778,No picture/link,Yes,No,0,1,0,1,0,0
360,2016,11,28,22,11/29/2016 3:03,Android,92099.0,25320,No picture/link,No,No,1,3,0,0,0,1
361,2016,11,28,21,11/29/2016 2:21,Android,33822.0,9217,No picture/link,Yes,Yes,1,3,0,0,0,1
362,2016,11,28,21,11/29/2016 2:19,Android,32699.0,7759,No picture/link,Yes,No,0,3,0,0,0,1
363,2016,11,28,21,11/29/2016 2:15,Android,31337.0,7705,No picture/link,Yes,No,0,3,0,0,0,1
364,2016,11,28,21,11/29/2016 2:14,Android,30219.0,7958,No picture/link,Yes,No,0,3,0,0,0,1
365,2016,11,28,9,11/28/2016 14:02,Android,84801.0,24731,No picture/link,No,No,1,1,0,1,0,0
366,2016,11,27,19,11/28/2016 0:31,Android,102098.0,31306,No picture/link,Yes,No,0,3,0,0,0,1
367,2016,11,27,15,11/27/2016 20:41,Android,48659.0,10878,No picture/link,Yes,No,0,2,0,0,1,0
368,2016,11,27,15,11/27/2016 20:34,Android,48526.0,11600,No picture/link,No,No,1,2,0,0,1,0
369,2016,11,27,15,11/27/2016 20:30,Android,163202.0,53772,No picture/link,No,No,1,2,0,0,1,0
370,2016,11,27,8,11/27/2016 13:29,Android,74864.0,17304,No picture/link,Yes,No,0,1,0,1,0,0
371,2016,11,27,8,11/27/2016 13:23,Android,50352.0,12712,No picture/link,No,No,1,1,0,1,0,0
372,2016,11,27,8,11/27/2016 13:18,Android,39419.0,9610,No picture/link,No,No,1,1,0,1,0,0
373,2016,11,27,8,11/27/2016 13:08,Android,38298.0,9129,No picture/link,No,No,1,1,0,1,0,0
374,2016,11,27,8,11/27/2016 13:01,Android,41436.0,10037,No picture/link,No,No,1,1,0,1,0,0
375,2016,11,27,7,11/27/2016 12:55,Android,44515.0,11336,No picture/link,No,No,1,1,0,1,0,0
376,2016,11,27,7,11/27/2016 12:19,Android,97402.0,26922,No picture/link,No,No,1,1,0,1,0,0
377,2016,11,26,22,11/27/2016 3:59,Android,101025.0,31757,No picture/link,Yes,No,0,3,0,0,0,1
378,2016,11,26,19,11/27/2016 0:31,Android,98701.0,32271,No picture/link,No,No,1,3,0,0,0,1
379,2016,11,26,8,11/26/2016 13:08,Android,210686.0,100251,No picture/link,Yes,No,0,1,0,1,0,0
380,2016,11,24,10,11/24/2016 15:11,Android,139605.0,31028,No picture/link,Yes,No,0,1,0,1,0,0
381,2016,11,23,22,11/24/2016 3:30,Android,186403.0,48991,No picture/link,Yes,No,0,3,0,0,0,1
382,2016,11,23,21,11/24/2016 2:17,iPhone,167827.0,48771,Picture/link,No,No,1,3,0,0,0,1
383,2016,11,22,19,11/23/2016 0:24,Android,132963.0,27789,No picture/link,Yes,No,0,3,0,0,0,1
384,2016,11,22,8,11/22/2016 13:39,iPhone,38149.0,10574,Picture/link,No,No,1,1,0,1,0,0
385,2016,11,22,8,11/22/2016 13:38,iPhone,31369.0,8669,Picture/link,No,No,1,1,0,1,0,0
386,2016,11,22,6,11/22/2016 11:46,Android,81223.0,17175,No picture/link,No,No,1,1,0,1,0,0
387,2016,11,22,6,11/22/2016 11:36,Android,50175.0,12034,Picture/link,No,No,1,1,0,1,0,0
388,2016,11,22,6,11/22/2016 11:31,Android,39188.0,9499,No picture/link,Yes,No,0,1,0,1,0,0
389,2016,11,22,6,11/22/2016 11:16,Android,68938.0,17485,No picture/link,No,No,1,1,0,1,0,0
390,2016,11,21,21,11/22/2016 2:22,Android,66731.0,22457,No picture/link,Yes,No,0,3,0,0,0,1
391,2016,11,21,21,11/22/2016 2:14,Android,79921.0,19012,No picture/link,Yes,No,0,3,0,0,0,1
392,2016,11,20,9,11/20/2016 14:05,Android,55975.0,11512,No picture/link,Yes,No,0,1,0,1,0,0
393,2016,11,20,8,11/20/2016 13:39,Android,83037.0,21847,No picture/link,Yes,No,0,1,0,1,0,0
394,2016,11,20,8,11/20/2016 13:26,Android,69335.0,16107,No picture/link,No,No,1,1,0,1,0,0
395,2016,11,20,6,11/20/2016 11:44,Android,68530.0,14049,No picture/link,Yes,No,0,1,0,1,0,0
396,2016,11,20,6,11/20/2016 11:22,Android,105055.0,25686,No picture/link,No,No,1,1,0,1,0,0
397,2016,11,19,8,11/19/2016 13:56,Android,150832.0,44014,No picture/link,Yes,No,0,1,0,1,0,0
398,2016,11,19,8,11/19/2016 13:48,Android,123234.0,34132,No picture/link,Yes,No,0,1,0,1,0,0
399,2016,11,19,8,11/19/2016 13:39,Android,63040.0,13097,No picture/link,Yes,No,0,1,0,1,0,0
400,2016,11,19,8,11/19/2016 13:34,Android,91200.0,16423,No picture/link,No,No,1,1,0,1,0,0
401,2016,11,18,17,11/18/2016 22:35,Android,122162.0,26729,No picture/link,Yes,No,0,2,0,0,1,0
402,2016,11,17,21,11/18/2016 2:15,Android,118333.0,29402,No picture/link,Yes,No,0,3,0,0,0,1
403,2016,11,17,21,11/18/2016 2:01,Android,167051.0,49451,No picture/link,No,No,1,3,0,0,0,1
404,2016,11,17,7,11/17/2016 12:46,Android,96897.0,21299,No picture/link,No,Yes,0,1,0,1,0,0
405,2016,11,16,7,11/16/2016 12:25,Android,90981.0,24245,No picture/link,No,No,1,1,0,1,0,0
406,2016,11,16,7,11/16/2016 12:17,Android,89133.0,25823,No picture/link,No,No,1,1,0,1,0,0
407,2016,11,16,7,11/16/2016 12:12,Android,77855.0,20940,No picture/link,No,No,1,1,0,1,0,0
408,2016,11,16,6,11/16/2016 11:28,Android,100327.0,31267,No picture/link,No,No,1,1,0,1,0,0
409,2016,11,15,21,11/16/2016 2:55,Android,120100.0,27667,No picture/link,Yes,No,0,3,0,0,0,1
410,2016,11,15,8,11/15/2016 13:40,Android,128586.0,39411,No picture/link,Yes,No,0,1,0,1,0,0
411,2016,11,15,8,11/15/2016 13:34,Android,179940.0,50024,No picture/link,No,No,1,1,0,1,0,0
412,2016,11,13,13,11/13/2016 18:46,iPhone,113633.0,23537,No picture/link,Yes,No,0,2,0,0,1,0
413,2016,11,13,11,11/13/2016 16:33,Android,78388.0,16471,No picture/link,Yes,No,0,1,0,1,0,0
414,2016,11,13,11,11/13/2016 16:03,Android,93918.0,29499,No picture/link,Yes,No,0,1,0,1,0,0
415,2016,11,13,10,11/13/2016 15:28,Android,125131.0,22763,No picture/link,Yes,No,0,1,0,1,0,0
416,2016,11,13,10,11/13/2016 15:23,Android,107876.0,18193,No picture/link,Yes,No,0,1,0,1,0,0
417,2016,11,13,9,11/13/2016 14:45,Android,111171.0,15553,No picture/link,Yes,No,0,1,0,1,0,0
418,2016,11,13,9,11/13/2016 14:43,Android,87385.0,22281,No picture/link,No,No,1,1,0,1,0,0
419,2016,11,13,9,11/13/2016 14:16,Android,127724.0,35195,No picture/link,No,No,1,1,0,1,0,0
420,2016,11,12,10,11/12/2016 15:05,Android,202454.0,53907,No picture/link,Yes,No,0,1,0,1,0,0
421,2016,11,11,10,11/11/2016 15:26,iPhone,169489.0,47389,Picture/link,No,Yes,0,1,0,1,0,0
422,2016,11,11,8,11/11/2016 13:33,Android,178821.0,33511,No picture/link,Yes,No,0,1,0,1,0,0
423,2016,11,11,6,11/11/2016 11:14,Android,222469.0,56356,Picture/link,Yes,No,0,1,0,1,0,0
424,2016,11,10,21,11/11/2016 2:19,Android,232368.0,69956,No picture/link,Yes,No,0,3,0,0,0,1
425,2016,11,10,21,11/11/2016 2:10,Android,193302.0,38049,No picture/link,Yes,No,0,3,0,0,0,1
426,2016,11,10,14,11/10/2016 19:31,iPhone,170249.0,45793,Picture/link,Yes,No,0,2,0,0,1,0
427,2016,11,9,6,11/9/2016 11:36,Android,635024.0,222225,No picture/link,Yes,No,0,1,0,1,0,0
428,2016,11,8,21,11/9/2016 2:48,iPhone,191538.0,45570,Picture/link,No,Yes,0,3,0,0,0,1
429,2016,11,8,18,11/8/2016 23:03,iPhone,65919.0,25367,Picture/link,Yes,Yes,1,3,0,0,0,1
430,2016,11,8,16,11/8/2016 21:31,Android,117327.0,36018,No picture/link,Yes,No,0,2,0,0,1,0
431,2016,11,6,20,11/7/2016 1:52,iPhone,39346.0,15757,Picture/link,Yes,Yes,1,3,0,0,0,1
432,2016,11,6,19,11/7/2016 0:09,iPhone,37227.0,15129,Picture/link,Yes,No,0,3,0,0,0,1
433,2016,11,6,18,11/6/2016 23:42,iPhone,25472.0,9598,Picture/link,Yes,Yes,1,3,0,0,0,1
434,2016,11,6,18,11/6/2016 23:08,iPhone,27365.0,10221,Picture/link,No,No,1,3,0,0,0,1
435,2016,11,6,14,11/6/2016 19:26,iPhone,26722.0,9238,Picture/link,Yes,Yes,1,2,0,0,1,0
436,2016,11,6,12,11/6/2016 17:06,iPhone,19496.0,8549,Picture/link,No,No,1,2,0,0,1,0
437,2016,11,6,1,11/6/2016 6:08,iPhone,31989.0,11047,Picture/link,Yes,Yes,1,0,1,0,0,0
438,2016,11,5,21,11/6/2016 2:03,iPhone,47251.0,18736,Picture/link,Yes,Yes,1,3,0,0,0,1
439,2016,11,5,19,11/6/2016 0:20,iPhone,17853.0,4746,Picture/link,Yes,No,0,3,0,0,0,1
440,2016,11,5,19,11/6/2016 0:19,iPhone,18489.0,6943,Picture/link,Yes,No,0,3,0,0,0,1
441,2016,11,5,16,11/5/2016 21:46,iPhone,22139.0,10902,Picture/link,Yes,Yes,1,2,0,0,1,0
442,2016,11,5,16,11/5/2016 21:39,iPhone,16667.0,8159,Picture/link,No,No,1,2,0,0,1,0
443,2016,11,5,16,11/5/2016 21:38,iPhone,21522.0,12683,Picture/link,No,No,1,2,0,0,1,0
444,2016,11,5,16,11/5/2016 21:27,iPhone,21112.0,6793,No picture/link,No,Yes,0,2,0,0,1,0
445,2016,11,5,15,11/5/2016 20:13,iPhone,32309.0,11037,Picture/link,Yes,No,0,2,0,0,1,0
446,2016,11,5,15,11/5/2016 20:06,iPhone,23523.0,8243,Picture/link,Yes,Yes,1,2,0,0,1,0
447,2016,11,5,11,11/5/2016 16:45,iPhone,16575.0,5831,Picture/link,No,No,1,1,0,1,0,0
448,2016,11,5,8,11/5/2016 13:33,Android,115748.0,59430,No picture/link,Yes,No,0,1,0,1,0,0
449,2016,11,4,21,11/5/2016 2:52,iPhone,28423.0,10298,Picture/link,Yes,Yes,1,3,0,0,0,1
450,2016,11,4,18,11/4/2016 23:57,iPhone,16840.0,5467,Picture/link,Yes,No,0,3,0,0,0,1
451,2016,11,4,18,11/4/2016 23:50,iPhone,19786.0,6670,Picture/link,Yes,Yes,1,3,0,0,0,1
452,2016,11,4,18,11/4/2016 23:31,iPhone,65306.0,34012,Picture/link,No,No,1,3,0,0,0,1
453,2016,11,4,18,11/4/2016 23:14,iPhone,25507.0,9618,Picture/link,Yes,No,0,3,0,0,0,1
454,2016,11,4,15,11/4/2016 20:33,iPhone,13689.0,3763,Picture/link,Yes,No,0,2,0,0,1,0
455,2016,11,4,14,11/4/2016 19:07,iPhone,102375.0,41681,No picture/link,Yes,No,0,2,0,0,1,0
456,2016,11,4,13,11/4/2016 18:56,iPhone,26472.0,17349,Picture/link,No,No,1,2,0,0,1,0
457,2016,11,4,13,11/4/2016 18:46,iPhone,20906.0,7492,Picture/link,Yes,No,0,2,0,0,1,0
458,2016,11,4,11,11/4/2016 16:28,iPhone,15989.0,8027,Picture/link,No,No,1,1,0,1,0,0
459,2016,11,4,11,11/4/2016 16:17,iPhone,15047.0,7510,Picture/link,No,Yes,0,1,0,1,0,0
460,2016,11,4,10,11/4/2016 15:32,iPhone,12993.0,4164,Picture/link,No,No,1,1,0,1,0,0
461,2016,11,3,21,11/4/2016 2:35,iPhone,31881.0,11892,Picture/link,Yes,Yes,1,3,0,0,0,1
462,2016,11,3,16,11/3/2016 21:28,iPhone,18671.0,6429,Picture/link,Yes,Yes,1,2,0,0,1,0
463,2016,11,3,15,11/3/2016 20:55,iPhone,36554.0,19954,Picture/link,No,Yes,0,2,0,0,1,0
464,2016,11,3,15,11/3/2016 20:52,iPhone,33250.0,12308,Picture/link,Yes,No,0,2,0,0,1,0
465,2016,11,3,14,11/3/2016 19:25,iPhone,55636.0,16820,Picture/link,No,No,1,2,0,0,1,0
466,2016,11,3,10,11/3/2016 15:19,iPhone,72541.0,27935,No picture/link,Yes,No,0,1,0,1,0,0
467,2016,11,3,7,11/3/2016 12:34,Android,46129.0,15625,No picture/link,Yes,No,0,1,0,1,0,0
468,2016,11,3,7,11/3/2016 12:27,Android,46318.0,12090,No picture/link,Yes,No,0,1,0,1,0,0
469,2016,11,2,22,11/3/2016 3:55,iPhone,29084.0,11040,Picture/link,Yes,Yes,1,3,0,0,0,1
470,2016,11,2,18,11/2/2016 23:34,iPhone,37356.0,17910,Picture/link,No,Yes,0,3,0,0,0,1
471,2016,11,2,16,11/2/2016 21:30,iPhone,45676.0,16571,Picture/link,Yes,No,0,2,0,0,1,0
472,2016,11,2,14,11/2/2016 19:09,iPhone,48355.0,26453,Picture/link,Yes,Yes,1,2,0,0,1,0
473,2016,11,2,13,11/2/2016 18:58,iPhone,19294.0,10031,Picture/link,No,No,1,2,0,0,1,0
474,2016,11,2,13,11/2/2016 18:57,iPhone,21988.0,11196,Picture/link,Yes,Yes,1,2,0,0,1,0
475,2016,11,2,12,11/2/2016 17:15,iPhone,33197.0,12453,Picture/link,Yes,No,0,2,0,0,1,0
476,2016,11,2,9,11/2/2016 14:37,iPhone,87489.0,30369,No picture/link,No,No,1,1,0,1,0,0
477,2016,11,2,8,11/2/2016 13:18,Android,19933.0,7436,Picture/link,No,Yes,0,1,0,1,0,0
478,2016,11,2,8,11/2/2016 13:11,Android,19258.0,7963,Picture/link,Yes,Yes,1,1,0,1,0,0
479,2016,11,2,7,11/2/2016 12:47,Android,48650.0,18651,No picture/link,Yes,No,0,1,0,1,0,0
480,2016,11,2,6,11/2/2016 11:00,Android,51064.0,17412,No picture/link,Yes,No,0,1,0,1,0,0
481,2016,11,2,5,11/2/2016 10:35,Android,58679.0,25505,No picture/link,Yes,No,0,0,1,0,0,0
482,2016,11,1,22,11/2/2016 3:43,iPhone,18908.0,8335,Picture/link,Yes,No,0,3,0,0,0,1
