Date,1 Mo,2 Mo,3 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
1/3/2019,0.008333333333333304,0.008333333333333304,-0.004132231404958553,-0.015936254980079556,-0.03846153846153855,-0.04399999999999993,-0.04858299595141702,-0.048192771084337394,-0.046875,-0.03759398496240607,-0.028268551236749095,-0.01683501683501687
1/4/2019,-0.008264462809917328,0.0,0.004149377593360981,0.0161943319838056,0.028000000000000025,0.046025104602510414,0.051063829787234116,0.05063291139240511,0.049180327868852514,0.04296875,0.029090909090909056,0.020547945205479534
1/7/2019,0.008333333333333304,0.0,0.012396694214876103,0.01195219123505975,0.0038910505836575737,0.01200000000000001,0.0161943319838056,0.016064257028112205,0.015625,0.011235955056179803,0.010600706713780772,0.003355704697986628
1/8/2019,-0.008264462809917328,0.0,0.004081632653061051,0.0,0.007751937984496138,0.01976284584980248,0.0239043824701195,0.01976284584980248,0.011538461538461497,0.011111111111111072,0.006993006993007089,0.0033444816053511683
1/9/2019,0.0,0.0,-0.004065040650406471,-0.007874015748031482,-0.0038461538461539435,-0.007751937984496138,-0.011673151750972721,-0.00387596899224818,0.0038022813688214363,0.00366300366300365,0.00694444444444442,0.010000000000000009
1/10/2019,0.008333333333333304,0.0,-0.008163265306122436,-0.003968253968254065,0.0,0.0,0.0,-0.0038910505836574627,-0.0037878787878788955,0.0,0.006896551724137945,0.00990099009900991
1/11/2019,-0.004132231404958553,0.004132231404958775,0.0,-0.003984063745019806,-0.0038610038610037423,-0.003906250000000111,-0.011811023622047334,-0.015625,-0.011406844106463754,-0.010948905109489093,-0.006849315068493178,-0.006535947712418277
1/14/2019,0.004149377593360981,0.0,0.008230452674897082,0.008000000000000007,-0.00387596899224818,-0.007843137254901933,0.0,0.003968253968253954,0.0,0.0,0.0034482758620690834,0.006578947368421018
1/15/2019,-0.004132231404958553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038461538461538325,0.0036900369003691758,0.0034364261168384758,0.006535947712418277
1/16/2019,0.0,-0.012345679012345734,-0.008163265306122436,-0.011904761904761862,0.0,0.007905138339920903,0.007968127490039834,0.0039525691699606735,0.003831417624521105,0.003676470588235281,0.0,-0.0032467532467532756
1/17/2019,0.0,0.004166666666666874,-0.004115226337448652,0.00401606425702794,0.0,0.0039215686274509665,0.007905138339920903,0.015748031496062964,0.01526717557251911,0.0073260073260073,0.0034246575342467,0.0
1/18/2019,-0.004149377593361092,-0.004149377593361092,-0.004132231404958553,0.0,0.011673151750972943,0.0234375,0.019607843137255054,0.015503875968992276,0.015037593984962516,0.014545454545454639,0.006825938566553003,0.006514657980456029
1/22/2019,-0.008333333333333304,0.0,0.008298755186721962,0.0040000000000000036,-0.0038461538461539435,-0.01526717557251911,-0.019230769230769384,-0.019083969465648942,-0.0185185185185186,-0.017921146953404965,-0.013559322033898313,-0.009708737864077555
1/23/2019,-0.004201680672268782,-0.008333333333333304,-0.008230452674897082,0.0,0.0,0.0,0.007843137254901933,0.0077821011673151474,0.0037735849056603765,0.007299270072992581,0.0068728522336769515,0.0032679738562091387
1/24/2019,0.00421940928270037,0.0126050420168069,-0.016597510373444035,-0.003984063745019806,-0.0038610038610037423,-0.007751937984496138,-0.011673151750972721,-0.015444015444015413,-0.015037593984962405,-0.014492753623188248,-0.013651877133105783,-0.009771986970683932
1/25/2019,-0.008403361344537785,0.0,0.00843881856540074,0.0040000000000000036,0.007751937984496138,0.015625,0.015748031496062964,0.015686274509803866,0.01526717557251911,0.014705882352941124,0.01038062283737018,0.006578947368421018
1/28/2019,0.01271186440677985,0.0,0.012552301255229992,0.0,0.0,0.0,0.0,-0.0038610038610037423,-0.00375939849624074,-0.0036231884057970065,0.0,0.0
1/29/2019,0.0,0.0,0.0,0.0,0.0,-0.015384615384615441,-0.015503875968992276,-0.011627906976744318,-0.015094339622641506,-0.010909090909090868,-0.006849315068493178,-0.006535947712418277
1/30/2019,0.004184100418409997,-0.008298755186721962,0.0,-0.003984063745019806,-0.011538461538461608,-0.015625,-0.019685039370078705,-0.023529411764705688,-0.011494252873563093,-0.007352941176470562,0.0,0.006578947368421018
1/31/2019,0.008333333333333304,0.01673640167364021,-0.004132231404958553,-0.016000000000000014,-0.0077821011673151474,-0.02777777777777768,-0.02409638554216864,-0.02409638554216864,-0.027131782945736593,-0.02592592592592602,-0.024137931034482696,-0.02287581699346397
2/1/2019,-0.004132231404958553,-0.004115226337448652,-0.004149377593361092,0.0,0.0039215686274509665,0.02857142857142847,0.028806584362139898,0.03292181069958833,0.031872509960159334,0.026615969581749166,0.0176678445229681,0.013377926421404451
2/4/2019,0.0,-0.004132231404958553,0.008333333333333304,0.012195121951219523,0.00390625,0.003968253968253954,0.008000000000000007,0.007968127490039834,0.011583011583011782,0.011111111111111072,0.01388888888888884,0.00990099009900991
2/5/2019,-0.008298755186721962,-0.004149377593361092,0.0,0.00401606425702794,-0.0038910505836574627,0.0,-0.007936507936507908,-0.007905138339920903,-0.007633587786259555,-0.0073260073260073,-0.010273972602739656,-0.009803921568627527
2/6/2019,0.004184100418409997,0.004166666666666874,0.0,0.0,0.0,-0.0039525691699603405,0.0,-0.003984063745019806,-0.0038461538461539435,-0.0036900369003689537,-0.0034602076124568004,0.0
2/7/2019,0.012500000000000178,0.008298755186721962,0.0,-0.0039999999999998925,-0.003906250000000111,-0.015873015873015928,-0.016000000000000014,-0.016000000000000014,-0.019305019305019266,-0.0185185185185186,-0.01041666666666663,-0.009900990099009799
2/8/2019,0.0,0.0,0.004132231404958775,0.0,-0.0039215686274508554,-0.012096774193548265,-0.012195121951219412,-0.008130081300813052,-0.003937007874015852,-0.007547169811320753,-0.010526315789473717,-0.009999999999999898
2/11/2019,0.00411522633744843,0.00411522633744843,0.008230452674897082,0.008032128514056103,0.003937007874015741,0.012244897959183598,0.016460905349794164,0.012295081967213184,0.011857707509881577,0.0076045627376426506,0.010638297872340496,0.010101010101009944
2/12/2019,-0.008196721311475419,-0.004098360655737654,-0.008163265306122436,-0.003984063745019806,0.0,0.008064516129032251,0.004048582995951344,0.00809716599190291,0.0078125,0.01132075471698113,0.007017543859649145,0.006666666666666599
2/13/2019,0.0,-0.004115226337448652,0.00411522633744843,0.0040000000000000036,0.0,0.01200000000000001,0.016129032258064502,0.016064257028112205,0.011627906976744207,0.011194029850746245,0.006968641114982521,0.0066225165562914245
2/14/2019,0.012396694214876103,0.004132231404958775,-0.004098360655737654,0.0,-0.007843137254901933,-0.011857707509881354,-0.015873015873015928,-0.019762845849802257,-0.019157088122605304,-0.01845018450184499,-0.01384083044982698,-0.009868421052631637
2/15/2019,-0.008163265306122436,0.0,0.0,-0.003984063745019806,0.007905138339920903,0.008000000000000007,0.008064516129032251,0.0040322580645162365,0.00390625,0.0,-0.0035087719298246833,-0.0033222591362125353
2/19/2019,0.00411522633744843,-0.004115226337448652,0.008230452674897082,0.008000000000000007,-0.0039215686274508554,-0.007936507936507908,-0.0119999999999999,-0.008032128514056214,-0.0077821011673151474,-0.00375939849624074,0.0,-0.0033333333333332993
2/20/2019,-0.012295081967213073,0.0,0.0,-0.003968253968254065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033444816053511683
2/21/2019,0.008298755186721962,0.008264462809917328,0.0,0.0,0.003937007874015741,0.01200000000000001,0.00809716599190291,0.0161943319838056,0.015686274509803866,0.015094339622641506,0.01760563380281699,0.016666666666666607
2/22/2019,0.0,0.004098360655737876,0.004081632653061051,0.0,0.0,-0.019762845849802257,-0.012048192771084487,-0.015936254980079556,-0.015444015444015413,-0.014869888475836479,-0.01038062283737029,-0.00983606557377048
2/25/2019,0.00411522633744843,0.004081632653061051,0.004065040650406582,0.0,0.0039215686274509665,0.012096774193548265,0.008130081300812941,0.004048582995951344,0.007843137254901933,0.007547169811320753,0.0034965034965035446,0.0033112582781456013
2/26/2019,-0.004098360655737654,-0.008130081300813052,-0.0080971659919028,0.0,-0.003906250000000111,-0.01195219123505964,-0.016129032258064502,-0.012096774193548265,-0.011673151750972721,-0.011235955056179692,-0.010452961672474004,-0.0066006600660065695
2/27/2019,0.0,0.0,0.0,0.003984063745019917,-0.0039215686274508554,0.008064516129032251,0.016393442622950838,0.01632653061224487,0.019685039370078705,0.01893939393939381,0.02464788732394374,0.019933554817275656
2/28/2019,0.00411522633744843,0.012295081967213184,0.0,-0.007936507936507908,0.0,0.008000000000000007,0.008064516129032251,0.012048192771084265,0.015444015444015413,0.014869888475836479,0.010309278350515427,0.006514657980456029
3/1/2019,0.0,-0.004048582995951455,-0.004081632653061273,0.008000000000000007,0.003937007874015741,0.011904761904761862,0.016000000000000014,0.015873015873015817,0.015209125475285079,0.01098901098901095,0.010204081632653184,0.012944983818770295
3/4/2019,0.004098360655737876,0.0,0.008196721311475308,0.007936507936507908,-0.0039215686274508554,0.0,-0.007874015748031482,-0.011718750000000111,-0.014981273408239737,-0.014492753623188248,-0.013468013468013518,-0.012779552715655007
3/5/2019,-0.004081632653061273,-0.004065040650406471,0.0,-0.003937007874015852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003236245954692518
